sample_id,caption,label_a,label_a_name,label_b,label_b_name,split
28575,Giraffe in its natural habitat snacking on a tree,1,AI-Generated,3,SD3,train
28576,Giraffe in its natural habitat snacking on a tree,1,AI-Generated,4,DALLE3,train
28577,Giraffe in its natural habitat snacking on a tree,1,AI-Generated,5,Midjourney,train
28578,A double decker bus parked on the street.,0,Real,0,Real,train
28579,A double decker bus parked on the street.,1,AI-Generated,1,SD21,train
28580,A double decker bus parked on the street.,1,AI-Generated,2,SDXL,train
28581,A double decker bus parked on the street.,1,AI-Generated,3,SD3,train
28582,A double decker bus parked on the street.,1,AI-Generated,4,DALLE3,train
28583,A double decker bus parked on the street.,1,AI-Generated,5,Midjourney,train
28584,A large passenger jet flying through a cloudy sky.,0,Real,0,Real,train
28585,A large passenger jet flying through a cloudy sky.,1,AI-Generated,1,SD21,train
28586,A large passenger jet flying through a cloudy sky.,1,AI-Generated,2,SDXL,train
28587,A large passenger jet flying through a cloudy sky.,1,AI-Generated,3,SD3,train
28588,A large passenger jet flying through a cloudy sky.,1,AI-Generated,4,DALLE3,train
28589,A large passenger jet flying through a cloudy sky.,1,AI-Generated,5,Midjourney,train
28590,A close up of a red and black bird on a rock.,0,Real,0,Real,train
28591,A close up of a red and black bird on a rock.,1,AI-Generated,1,SD21,train
28592,A close up of a red and black bird on a rock.,1,AI-Generated,2,SDXL,train
28593,A close up of a red and black bird on a rock.,1,AI-Generated,3,SD3,train
28594,A close up of a red and black bird on a rock.,1,AI-Generated,4,DALLE3,train
28595,A close up of a red and black bird on a rock.,1,AI-Generated,5,Midjourney,train
28596,Three giraffes are next to a cage of green food.,0,Real,0,Real,train
28597,Three giraffes are next to a cage of green food.,1,AI-Generated,1,SD21,train
28598,Three giraffes are next to a cage of green food.,1,AI-Generated,2,SDXL,train
28599,Three giraffes are next to a cage of green food.,1,AI-Generated,3,SD3,train
28600,Three giraffes are next to a cage of green food.,1,AI-Generated,4,DALLE3,train
28601,Three giraffes are next to a cage of green food.,1,AI-Generated,5,Midjourney,train
28602,A bathroom with a large tub next to a sink.,0,Real,0,Real,train
28603,A bathroom with a large tub next to a sink.,1,AI-Generated,1,SD21,train
28604,A bathroom with a large tub next to a sink.,1,AI-Generated,2,SDXL,train
28605,A bathroom with a large tub next to a sink.,1,AI-Generated,3,SD3,train
28606,A bathroom with a large tub next to a sink.,1,AI-Generated,4,DALLE3,train
28607,A bathroom with a large tub next to a sink.,1,AI-Generated,5,Midjourney,train
28608,"A small bathroom with a toilet, sink and window.",0,Real,0,Real,train
28609,"A small bathroom with a toilet, sink and window.",1,AI-Generated,1,SD21,train
28610,"A small bathroom with a toilet, sink and window.",1,AI-Generated,2,SDXL,train
28611,"A small bathroom with a toilet, sink and window.",1,AI-Generated,3,SD3,train
28612,"A small bathroom with a toilet, sink and window.",1,AI-Generated,4,DALLE3,train
28613,"A small bathroom with a toilet, sink and window.",1,AI-Generated,5,Midjourney,train
28614,The neck and head of two large giraffes by a tree.,0,Real,0,Real,train
28615,The neck and head of two large giraffes by a tree.,1,AI-Generated,1,SD21,train
28616,The neck and head of two large giraffes by a tree.,1,AI-Generated,2,SDXL,train
28617,The neck and head of two large giraffes by a tree.,1,AI-Generated,3,SD3,train
28618,The neck and head of two large giraffes by a tree.,1,AI-Generated,4,DALLE3,train
28619,The neck and head of two large giraffes by a tree.,1,AI-Generated,5,Midjourney,train
28620,An old brick city has water and a clock tower.,0,Real,0,Real,train
28621,An old brick city has water and a clock tower.,1,AI-Generated,1,SD21,train
28622,An old brick city has water and a clock tower.,1,AI-Generated,2,SDXL,train
28623,An old brick city has water and a clock tower.,1,AI-Generated,3,SD3,train
28624,An old brick city has water and a clock tower.,1,AI-Generated,4,DALLE3,train
28625,An old brick city has water and a clock tower.,1,AI-Generated,5,Midjourney,train
28626,"A bathroom with a sink, paper roll, toilet, towel rack and mirror.",0,Real,0,Real,train
28627,"A bathroom with a sink, paper roll, toilet, towel rack and mirror.",1,AI-Generated,1,SD21,train
28628,"A bathroom with a sink, paper roll, toilet, towel rack and mirror.",1,AI-Generated,2,SDXL,train
28629,"A bathroom with a sink, paper roll, toilet, towel rack and mirror.",1,AI-Generated,3,SD3,train
28630,"A bathroom with a sink, paper roll, toilet, towel rack and mirror.",1,AI-Generated,4,DALLE3,train
28631,"A bathroom with a sink, paper roll, toilet, towel rack and mirror.",1,AI-Generated,5,Midjourney,train
28632,A plate that is flying in the air during the day.,0,Real,0,Real,train
28633,A plate that is flying in the air during the day.,1,AI-Generated,1,SD21,train
28634,A plate that is flying in the air during the day.,1,AI-Generated,2,SDXL,train
28635,A plate that is flying in the air during the day.,1,AI-Generated,3,SD3,train
28636,A plate that is flying in the air during the day.,1,AI-Generated,4,DALLE3,train
28637,A plate that is flying in the air during the day.,1,AI-Generated,5,Midjourney,train
28638,A sign warning drivers that there are children at play.,0,Real,0,Real,train
28639,A sign warning drivers that there are children at play.,1,AI-Generated,1,SD21,train
28640,A sign warning drivers that there are children at play.,1,AI-Generated,2,SDXL,train
28641,A sign warning drivers that there are children at play.,1,AI-Generated,3,SD3,train
28642,A sign warning drivers that there are children at play.,1,AI-Generated,4,DALLE3,train
28643,A sign warning drivers that there are children at play.,1,AI-Generated,5,Midjourney,train
28644,There is a bird perched on top of a sign with a body of water in the background.,0,Real,0,Real,train
28645,There is a bird perched on top of a sign with a body of water in the background.,1,AI-Generated,1,SD21,train
28646,There is a bird perched on top of a sign with a body of water in the background.,1,AI-Generated,2,SDXL,train
28647,There is a bird perched on top of a sign with a body of water in the background.,1,AI-Generated,3,SD3,train
28648,There is a bird perched on top of a sign with a body of water in the background.,1,AI-Generated,4,DALLE3,train
28649,There is a bird perched on top of a sign with a body of water in the background.,1,AI-Generated,5,Midjourney,train
28650,a red motorcycle parked on some gravel next to grass ,0,Real,0,Real,train
28651,a red motorcycle parked on some gravel next to grass ,1,AI-Generated,1,SD21,train
28652,a red motorcycle parked on some gravel next to grass ,1,AI-Generated,2,SDXL,train
28653,a red motorcycle parked on some gravel next to grass ,1,AI-Generated,3,SD3,train
28654,a red motorcycle parked on some gravel next to grass ,1,AI-Generated,4,DALLE3,train
28655,a red motorcycle parked on some gravel next to grass ,1,AI-Generated,5,Midjourney,train
28656,"A picturesque scene complete with a picnic table, mountain, and body of water",0,Real,0,Real,train
28657,"A picturesque scene complete with a picnic table, mountain, and body of water",1,AI-Generated,1,SD21,train
28658,"A picturesque scene complete with a picnic table, mountain, and body of water",1,AI-Generated,2,SDXL,train
28659,"A picturesque scene complete with a picnic table, mountain, and body of water",1,AI-Generated,3,SD3,train
28660,"A picturesque scene complete with a picnic table, mountain, and body of water",1,AI-Generated,4,DALLE3,train
28661,"A picturesque scene complete with a picnic table, mountain, and body of water",1,AI-Generated,5,Midjourney,train
28662,A motorcycle is parked in the gravel alongside a street.,0,Real,0,Real,train
28663,A motorcycle is parked in the gravel alongside a street.,1,AI-Generated,1,SD21,train
28664,A motorcycle is parked in the gravel alongside a street.,1,AI-Generated,2,SDXL,train
28665,A motorcycle is parked in the gravel alongside a street.,1,AI-Generated,3,SD3,train
28666,A motorcycle is parked in the gravel alongside a street.,1,AI-Generated,4,DALLE3,train
28667,A motorcycle is parked in the gravel alongside a street.,1,AI-Generated,5,Midjourney,train
28668,man with long thick gray beard riding a motorcycle,0,Real,0,Real,train
28669,man with long thick gray beard riding a motorcycle,1,AI-Generated,1,SD21,train
28670,man with long thick gray beard riding a motorcycle,1,AI-Generated,2,SDXL,train
28671,man with long thick gray beard riding a motorcycle,1,AI-Generated,3,SD3,train
28672,man with long thick gray beard riding a motorcycle,1,AI-Generated,4,DALLE3,train
28673,man with long thick gray beard riding a motorcycle,1,AI-Generated,5,Midjourney,train
28674,This toilet has a lot of wadded up tissue paper in it.,0,Real,0,Real,train
28675,This toilet has a lot of wadded up tissue paper in it.,1,AI-Generated,1,SD21,train
28676,This toilet has a lot of wadded up tissue paper in it.,1,AI-Generated,2,SDXL,train
28677,This toilet has a lot of wadded up tissue paper in it.,1,AI-Generated,3,SD3,train
28678,This toilet has a lot of wadded up tissue paper in it.,1,AI-Generated,4,DALLE3,train
28679,This toilet has a lot of wadded up tissue paper in it.,1,AI-Generated,5,Midjourney,train
28680,an old photo of a castle at the end of the street,0,Real,0,Real,train
28681,an old photo of a castle at the end of the street,1,AI-Generated,1,SD21,train
28682,an old photo of a castle at the end of the street,1,AI-Generated,2,SDXL,train
28683,an old photo of a castle at the end of the street,1,AI-Generated,3,SD3,train
28684,an old photo of a castle at the end of the street,1,AI-Generated,4,DALLE3,train
28685,an old photo of a castle at the end of the street,1,AI-Generated,5,Midjourney,train
28686,A transit bus stopped at a street side that's filled with snow.,0,Real,0,Real,train
28687,A transit bus stopped at a street side that's filled with snow.,1,AI-Generated,1,SD21,train
28688,A transit bus stopped at a street side that's filled with snow.,1,AI-Generated,2,SDXL,train
28689,A transit bus stopped at a street side that's filled with snow.,1,AI-Generated,3,SD3,train
28690,A transit bus stopped at a street side that's filled with snow.,1,AI-Generated,4,DALLE3,train
28691,A transit bus stopped at a street side that's filled with snow.,1,AI-Generated,5,Midjourney,train
28692,A train coming up to a railroad crossing.,0,Real,0,Real,train
28693,A train coming up to a railroad crossing.,1,AI-Generated,1,SD21,train
28694,A train coming up to a railroad crossing.,1,AI-Generated,2,SDXL,train
28695,A train coming up to a railroad crossing.,1,AI-Generated,3,SD3,train
28696,A train coming up to a railroad crossing.,1,AI-Generated,4,DALLE3,train
28697,A train coming up to a railroad crossing.,1,AI-Generated,5,Midjourney,train
28698,A computer keyboard next to a mouse and remote control sitting on top of a table.,0,Real,0,Real,train
28699,A computer keyboard next to a mouse and remote control sitting on top of a table.,1,AI-Generated,1,SD21,train
28700,A computer keyboard next to a mouse and remote control sitting on top of a table.,1,AI-Generated,2,SDXL,train
28701,A computer keyboard next to a mouse and remote control sitting on top of a table.,1,AI-Generated,3,SD3,train
28702,A computer keyboard next to a mouse and remote control sitting on top of a table.,1,AI-Generated,4,DALLE3,train
28703,A computer keyboard next to a mouse and remote control sitting on top of a table.,1,AI-Generated,5,Midjourney,train
28704,A large convex mirror mounted to a brick wall.,0,Real,0,Real,train
28705,A large convex mirror mounted to a brick wall.,1,AI-Generated,1,SD21,train
28706,A large convex mirror mounted to a brick wall.,1,AI-Generated,2,SDXL,train
28707,A large convex mirror mounted to a brick wall.,1,AI-Generated,3,SD3,train
28708,A large convex mirror mounted to a brick wall.,1,AI-Generated,4,DALLE3,train
28709,A large convex mirror mounted to a brick wall.,1,AI-Generated,5,Midjourney,train
28710,A bathroom with a white toilet sitting next to a sink.,0,Real,0,Real,train
28711,A bathroom with a white toilet sitting next to a sink.,1,AI-Generated,1,SD21,train
28712,A bathroom with a white toilet sitting next to a sink.,1,AI-Generated,2,SDXL,train
28713,A bathroom with a white toilet sitting next to a sink.,1,AI-Generated,3,SD3,train
28714,A bathroom with a white toilet sitting next to a sink.,1,AI-Generated,4,DALLE3,train
28715,A bathroom with a white toilet sitting next to a sink.,1,AI-Generated,5,Midjourney,train
28716,A car parked next to a bench along a city street.,0,Real,0,Real,train
28717,A car parked next to a bench along a city street.,1,AI-Generated,1,SD21,train
28718,A car parked next to a bench along a city street.,1,AI-Generated,2,SDXL,train
28719,A car parked next to a bench along a city street.,1,AI-Generated,3,SD3,train
28720,A car parked next to a bench along a city street.,1,AI-Generated,4,DALLE3,train
28721,A car parked next to a bench along a city street.,1,AI-Generated,5,Midjourney,train
28722,An elderly giraffe with a mottled forehead looks at the camera.,0,Real,0,Real,train
28723,An elderly giraffe with a mottled forehead looks at the camera.,1,AI-Generated,1,SD21,train
28724,An elderly giraffe with a mottled forehead looks at the camera.,1,AI-Generated,2,SDXL,train
28725,An elderly giraffe with a mottled forehead looks at the camera.,1,AI-Generated,3,SD3,train
28726,An elderly giraffe with a mottled forehead looks at the camera.,1,AI-Generated,4,DALLE3,train
28727,An elderly giraffe with a mottled forehead looks at the camera.,1,AI-Generated,5,Midjourney,train
28728,some people are sitting on a bench in front of a boat,0,Real,0,Real,train
28729,some people are sitting on a bench in front of a boat,1,AI-Generated,1,SD21,train
28730,some people are sitting on a bench in front of a boat,1,AI-Generated,2,SDXL,train
28731,some people are sitting on a bench in front of a boat,1,AI-Generated,3,SD3,train
28732,some people are sitting on a bench in front of a boat,1,AI-Generated,4,DALLE3,train
28733,some people are sitting on a bench in front of a boat,1,AI-Generated,5,Midjourney,train
28734,A gang of bikers riding down a street next to tall buildings.,0,Real,0,Real,train
28735,A gang of bikers riding down a street next to tall buildings.,1,AI-Generated,1,SD21,train
28736,A gang of bikers riding down a street next to tall buildings.,1,AI-Generated,2,SDXL,train
28737,A gang of bikers riding down a street next to tall buildings.,1,AI-Generated,3,SD3,train
28738,A gang of bikers riding down a street next to tall buildings.,1,AI-Generated,4,DALLE3,train
28739,A gang of bikers riding down a street next to tall buildings.,1,AI-Generated,5,Midjourney,train
28740,some cars on a ferry on a body of water,0,Real,0,Real,train
28741,some cars on a ferry on a body of water,1,AI-Generated,1,SD21,train
28742,some cars on a ferry on a body of water,1,AI-Generated,2,SDXL,train
28743,some cars on a ferry on a body of water,1,AI-Generated,3,SD3,train
28744,some cars on a ferry on a body of water,1,AI-Generated,4,DALLE3,train
28745,some cars on a ferry on a body of water,1,AI-Generated,5,Midjourney,train
28746,a number of cars on a city street near a traffic light,0,Real,0,Real,train
28747,a number of cars on a city street near a traffic light,1,AI-Generated,1,SD21,train
28748,a number of cars on a city street near a traffic light,1,AI-Generated,2,SDXL,train
28749,a number of cars on a city street near a traffic light,1,AI-Generated,3,SD3,train
28750,a number of cars on a city street near a traffic light,1,AI-Generated,4,DALLE3,train
28751,a number of cars on a city street near a traffic light,1,AI-Generated,5,Midjourney,train
28752,Blue and white passenger train sitting in a storage yard. ,0,Real,0,Real,train
28753,Blue and white passenger train sitting in a storage yard. ,1,AI-Generated,1,SD21,train
28754,Blue and white passenger train sitting in a storage yard. ,1,AI-Generated,2,SDXL,train
28755,Blue and white passenger train sitting in a storage yard. ,1,AI-Generated,3,SD3,train
28756,Blue and white passenger train sitting in a storage yard. ,1,AI-Generated,4,DALLE3,train
28757,Blue and white passenger train sitting in a storage yard. ,1,AI-Generated,5,Midjourney,train
28758,A goat standing next to a tree in the open.,0,Real,0,Real,train
28759,A goat standing next to a tree in the open.,1,AI-Generated,1,SD21,train
28760,A goat standing next to a tree in the open.,1,AI-Generated,2,SDXL,train
28761,A goat standing next to a tree in the open.,1,AI-Generated,3,SD3,train
28762,A goat standing next to a tree in the open.,1,AI-Generated,4,DALLE3,train
28763,A goat standing next to a tree in the open.,1,AI-Generated,5,Midjourney,train
28764,A scooter is parked on the street in front of a car. ,0,Real,0,Real,train
28765,A scooter is parked on the street in front of a car. ,1,AI-Generated,1,SD21,train
28766,A scooter is parked on the street in front of a car. ,1,AI-Generated,2,SDXL,train
28767,A scooter is parked on the street in front of a car. ,1,AI-Generated,3,SD3,train
28768,A scooter is parked on the street in front of a car. ,1,AI-Generated,4,DALLE3,train
28769,A scooter is parked on the street in front of a car. ,1,AI-Generated,5,Midjourney,train
28770,A group of men standing in front of a bar having a conversation.,0,Real,0,Real,train
28771,A group of men standing in front of a bar having a conversation.,1,AI-Generated,1,SD21,train
28772,A group of men standing in front of a bar having a conversation.,1,AI-Generated,2,SDXL,train
28773,A group of men standing in front of a bar having a conversation.,1,AI-Generated,3,SD3,train
28774,A group of men standing in front of a bar having a conversation.,1,AI-Generated,4,DALLE3,train
28775,A group of men standing in front of a bar having a conversation.,1,AI-Generated,5,Midjourney,train
28776,A large white bus driving down a street next to a sign.,0,Real,0,Real,train
28777,A large white bus driving down a street next to a sign.,1,AI-Generated,1,SD21,train
28778,A large white bus driving down a street next to a sign.,1,AI-Generated,2,SDXL,train
28779,A large white bus driving down a street next to a sign.,1,AI-Generated,3,SD3,train
28780,A large white bus driving down a street next to a sign.,1,AI-Generated,4,DALLE3,train
28781,A large white bus driving down a street next to a sign.,1,AI-Generated,5,Midjourney,train
28782,A dog rides in a cart pulled by a man on a bike.,0,Real,0,Real,train
28783,A dog rides in a cart pulled by a man on a bike.,1,AI-Generated,1,SD21,train
28784,A dog rides in a cart pulled by a man on a bike.,1,AI-Generated,2,SDXL,train
28785,A dog rides in a cart pulled by a man on a bike.,1,AI-Generated,3,SD3,train
28786,A dog rides in a cart pulled by a man on a bike.,1,AI-Generated,4,DALLE3,train
28787,A dog rides in a cart pulled by a man on a bike.,1,AI-Generated,5,Midjourney,train
28788,A wooden bench sitting in a park covered with leaves.,0,Real,0,Real,train
28789,A wooden bench sitting in a park covered with leaves.,1,AI-Generated,1,SD21,train
28790,A wooden bench sitting in a park covered with leaves.,1,AI-Generated,2,SDXL,train
28791,A wooden bench sitting in a park covered with leaves.,1,AI-Generated,3,SD3,train
28792,A wooden bench sitting in a park covered with leaves.,1,AI-Generated,4,DALLE3,train
28793,A wooden bench sitting in a park covered with leaves.,1,AI-Generated,5,Midjourney,train
28794,Street sign in front of a large building and clear skies.,0,Real,0,Real,train
28795,Street sign in front of a large building and clear skies.,1,AI-Generated,1,SD21,train
28796,Street sign in front of a large building and clear skies.,1,AI-Generated,2,SDXL,train
28797,Street sign in front of a large building and clear skies.,1,AI-Generated,3,SD3,train
28798,Street sign in front of a large building and clear skies.,1,AI-Generated,4,DALLE3,train
28799,Street sign in front of a large building and clear skies.,1,AI-Generated,5,Midjourney,train
28800,black and white photo of two birds flying on a cloudy sky,0,Real,0,Real,train
28801,black and white photo of two birds flying on a cloudy sky,1,AI-Generated,1,SD21,train
28802,black and white photo of two birds flying on a cloudy sky,1,AI-Generated,2,SDXL,train
28803,black and white photo of two birds flying on a cloudy sky,1,AI-Generated,3,SD3,train
28804,black and white photo of two birds flying on a cloudy sky,1,AI-Generated,4,DALLE3,train
28805,black and white photo of two birds flying on a cloudy sky,1,AI-Generated,5,Midjourney,train
28806,Guy poses for picture by kitchen sink with two dogs,0,Real,0,Real,train
28807,Guy poses for picture by kitchen sink with two dogs,1,AI-Generated,1,SD21,train
28808,Guy poses for picture by kitchen sink with two dogs,1,AI-Generated,2,SDXL,train
28809,Guy poses for picture by kitchen sink with two dogs,1,AI-Generated,3,SD3,train
28810,Guy poses for picture by kitchen sink with two dogs,1,AI-Generated,4,DALLE3,train
28811,Guy poses for picture by kitchen sink with two dogs,1,AI-Generated,5,Midjourney,train
28812,The rear view mirror of a cityh bus driving down a street.,0,Real,0,Real,train
28813,The rear view mirror of a cityh bus driving down a street.,1,AI-Generated,1,SD21,train
28814,The rear view mirror of a cityh bus driving down a street.,1,AI-Generated,2,SDXL,train
28815,The rear view mirror of a cityh bus driving down a street.,1,AI-Generated,3,SD3,train
28816,The rear view mirror of a cityh bus driving down a street.,1,AI-Generated,4,DALLE3,train
28817,The rear view mirror of a cityh bus driving down a street.,1,AI-Generated,5,Midjourney,train
28818,We are looking at a model train coming down the track.,0,Real,0,Real,train
28819,We are looking at a model train coming down the track.,1,AI-Generated,1,SD21,train
28820,We are looking at a model train coming down the track.,1,AI-Generated,2,SDXL,train
28821,We are looking at a model train coming down the track.,1,AI-Generated,3,SD3,train
28822,We are looking at a model train coming down the track.,1,AI-Generated,4,DALLE3,train
28823,We are looking at a model train coming down the track.,1,AI-Generated,5,Midjourney,train
28824,An intersection on the strip in Las Vegas.,0,Real,0,Real,train
28825,An intersection on the strip in Las Vegas.,1,AI-Generated,1,SD21,train
28826,An intersection on the strip in Las Vegas.,1,AI-Generated,2,SDXL,train
28827,An intersection on the strip in Las Vegas.,1,AI-Generated,3,SD3,train
28828,An intersection on the strip in Las Vegas.,1,AI-Generated,4,DALLE3,train
28829,An intersection on the strip in Las Vegas.,1,AI-Generated,5,Midjourney,train
28830,Hospital display of different bed setups and a nurses uniform. ,0,Real,0,Real,train
28831,Hospital display of different bed setups and a nurses uniform. ,1,AI-Generated,1,SD21,train
28832,Hospital display of different bed setups and a nurses uniform. ,1,AI-Generated,2,SDXL,train
28833,Hospital display of different bed setups and a nurses uniform. ,1,AI-Generated,3,SD3,train
28834,Hospital display of different bed setups and a nurses uniform. ,1,AI-Generated,4,DALLE3,train
28835,Hospital display of different bed setups and a nurses uniform. ,1,AI-Generated,5,Midjourney,train
28836,A small black dog watching an animal on a TV screen.,0,Real,0,Real,train
28837,A small black dog watching an animal on a TV screen.,1,AI-Generated,1,SD21,train
28838,A small black dog watching an animal on a TV screen.,1,AI-Generated,2,SDXL,train
28839,A small black dog watching an animal on a TV screen.,1,AI-Generated,3,SD3,train
28840,A small black dog watching an animal on a TV screen.,1,AI-Generated,4,DALLE3,train
28841,A small black dog watching an animal on a TV screen.,1,AI-Generated,5,Midjourney,train
28842,A dog chasing two sheep on top of a lush green field.,0,Real,0,Real,train
28843,A dog chasing two sheep on top of a lush green field.,1,AI-Generated,1,SD21,train
28844,A dog chasing two sheep on top of a lush green field.,1,AI-Generated,2,SDXL,train
28845,A dog chasing two sheep on top of a lush green field.,1,AI-Generated,3,SD3,train
28846,A dog chasing two sheep on top of a lush green field.,1,AI-Generated,4,DALLE3,train
28847,A dog chasing two sheep on top of a lush green field.,1,AI-Generated,5,Midjourney,train
28848,A man is sitting on a motorcycle while a young girl looks at a helmet.,0,Real,0,Real,train
28849,A man is sitting on a motorcycle while a young girl looks at a helmet.,1,AI-Generated,1,SD21,train
28850,A man is sitting on a motorcycle while a young girl looks at a helmet.,1,AI-Generated,2,SDXL,train
28851,A man is sitting on a motorcycle while a young girl looks at a helmet.,1,AI-Generated,3,SD3,train
28852,A man is sitting on a motorcycle while a young girl looks at a helmet.,1,AI-Generated,4,DALLE3,train
28853,A man is sitting on a motorcycle while a young girl looks at a helmet.,1,AI-Generated,5,Midjourney,train
28854,A large store filled with lots of groceries and produce.,0,Real,0,Real,train
28855,A large store filled with lots of groceries and produce.,1,AI-Generated,1,SD21,train
28856,A large store filled with lots of groceries and produce.,1,AI-Generated,2,SDXL,train
28857,A large store filled with lots of groceries and produce.,1,AI-Generated,3,SD3,train
28858,A large store filled with lots of groceries and produce.,1,AI-Generated,4,DALLE3,train
28859,A large store filled with lots of groceries and produce.,1,AI-Generated,5,Midjourney,train
28860,A white city passenger bus traveling down a street surrounded by tall buildings.,0,Real,0,Real,train
28861,A white city passenger bus traveling down a street surrounded by tall buildings.,1,AI-Generated,1,SD21,train
28862,A white city passenger bus traveling down a street surrounded by tall buildings.,1,AI-Generated,2,SDXL,train
28863,A white city passenger bus traveling down a street surrounded by tall buildings.,1,AI-Generated,3,SD3,train
28864,A white city passenger bus traveling down a street surrounded by tall buildings.,1,AI-Generated,4,DALLE3,train
28865,A white city passenger bus traveling down a street surrounded by tall buildings.,1,AI-Generated,5,Midjourney,train
28866,Some people are sitting on a car that's been wrapped in plastic,0,Real,0,Real,train
28867,Some people are sitting on a car that's been wrapped in plastic,1,AI-Generated,1,SD21,train
28868,Some people are sitting on a car that's been wrapped in plastic,1,AI-Generated,2,SDXL,train
28869,Some people are sitting on a car that's been wrapped in plastic,1,AI-Generated,3,SD3,train
28870,Some people are sitting on a car that's been wrapped in plastic,1,AI-Generated,4,DALLE3,train
28871,Some people are sitting on a car that's been wrapped in plastic,1,AI-Generated,5,Midjourney,train
28872,"It is a territory with numerous things to watch. 
",0,Real,0,Real,train
28873,"It is a territory with numerous things to watch. 
",1,AI-Generated,1,SD21,train
28874,"It is a territory with numerous things to watch. 
",1,AI-Generated,2,SDXL,train
28875,"It is a territory with numerous things to watch. 
",1,AI-Generated,3,SD3,train
28876,"It is a territory with numerous things to watch. 
",1,AI-Generated,4,DALLE3,train
28877,"It is a territory with numerous things to watch. 
",1,AI-Generated,5,Midjourney,train
28878,People are looking at a decorative cake with long candles.,0,Real,0,Real,train
28879,People are looking at a decorative cake with long candles.,1,AI-Generated,1,SD21,train
28880,People are looking at a decorative cake with long candles.,1,AI-Generated,2,SDXL,train
28881,People are looking at a decorative cake with long candles.,1,AI-Generated,3,SD3,train
28882,People are looking at a decorative cake with long candles.,1,AI-Generated,4,DALLE3,train
28883,People are looking at a decorative cake with long candles.,1,AI-Generated,5,Midjourney,train
28884,A picture taken from the driver seat of car at a stop sign.,0,Real,0,Real,train
28885,A picture taken from the driver seat of car at a stop sign.,1,AI-Generated,1,SD21,train
28886,A picture taken from the driver seat of car at a stop sign.,1,AI-Generated,2,SDXL,train
28887,A picture taken from the driver seat of car at a stop sign.,1,AI-Generated,3,SD3,train
28888,A picture taken from the driver seat of car at a stop sign.,1,AI-Generated,4,DALLE3,train
28889,A picture taken from the driver seat of car at a stop sign.,1,AI-Generated,5,Midjourney,train
28890,A grey castle with various towers and windows.,0,Real,0,Real,train
28891,A grey castle with various towers and windows.,1,AI-Generated,1,SD21,train
28892,A grey castle with various towers and windows.,1,AI-Generated,2,SDXL,train
28893,A grey castle with various towers and windows.,1,AI-Generated,3,SD3,train
28894,A grey castle with various towers and windows.,1,AI-Generated,4,DALLE3,train
28895,A grey castle with various towers and windows.,1,AI-Generated,5,Midjourney,train
28896,Bus 811 is pulling into a bus stop. ,0,Real,0,Real,train
28897,Bus 811 is pulling into a bus stop. ,1,AI-Generated,1,SD21,train
28898,Bus 811 is pulling into a bus stop. ,1,AI-Generated,2,SDXL,train
28899,Bus 811 is pulling into a bus stop. ,1,AI-Generated,3,SD3,train
28900,Bus 811 is pulling into a bus stop. ,1,AI-Generated,4,DALLE3,train
28901,Bus 811 is pulling into a bus stop. ,1,AI-Generated,5,Midjourney,train
28902,Some water that is reflecting a building near it.,0,Real,0,Real,train
28903,Some water that is reflecting a building near it.,1,AI-Generated,1,SD21,train
28904,Some water that is reflecting a building near it.,1,AI-Generated,2,SDXL,train
28905,Some water that is reflecting a building near it.,1,AI-Generated,3,SD3,train
28906,Some water that is reflecting a building near it.,1,AI-Generated,4,DALLE3,train
28907,Some water that is reflecting a building near it.,1,AI-Generated,5,Midjourney,train
28908,Close up photo of a magnification make-up mirror in a dark room.,0,Real,0,Real,train
28909,Close up photo of a magnification make-up mirror in a dark room.,1,AI-Generated,1,SD21,train
28910,Close up photo of a magnification make-up mirror in a dark room.,1,AI-Generated,2,SDXL,train
28911,Close up photo of a magnification make-up mirror in a dark room.,1,AI-Generated,3,SD3,train
28912,Close up photo of a magnification make-up mirror in a dark room.,1,AI-Generated,4,DALLE3,train
28913,Close up photo of a magnification make-up mirror in a dark room.,1,AI-Generated,5,Midjourney,train
28914,Two side by side urinals mounted on a wall.,0,Real,0,Real,train
28915,Two side by side urinals mounted on a wall.,1,AI-Generated,1,SD21,train
28916,Two side by side urinals mounted on a wall.,1,AI-Generated,2,SDXL,train
28917,Two side by side urinals mounted on a wall.,1,AI-Generated,3,SD3,train
28918,Two side by side urinals mounted on a wall.,1,AI-Generated,4,DALLE3,train
28919,Two side by side urinals mounted on a wall.,1,AI-Generated,5,Midjourney,train
28920,A airplane that is sitting on a runway.,0,Real,0,Real,train
28921,A airplane that is sitting on a runway.,1,AI-Generated,1,SD21,train
28922,A airplane that is sitting on a runway.,1,AI-Generated,2,SDXL,train
28923,A airplane that is sitting on a runway.,1,AI-Generated,3,SD3,train
28924,A airplane that is sitting on a runway.,1,AI-Generated,4,DALLE3,train
28925,A airplane that is sitting on a runway.,1,AI-Generated,5,Midjourney,train
28926,A black and white toilet with a plunger.,0,Real,0,Real,train
28927,A black and white toilet with a plunger.,1,AI-Generated,1,SD21,train
28928,A black and white toilet with a plunger.,1,AI-Generated,2,SDXL,train
28929,A black and white toilet with a plunger.,1,AI-Generated,3,SD3,train
28930,A black and white toilet with a plunger.,1,AI-Generated,4,DALLE3,train
28931,A black and white toilet with a plunger.,1,AI-Generated,5,Midjourney,train
28932,A blue bathroom has an updated sink and toilet.,0,Real,0,Real,train
